commit	score	score_std	mean_rank	p_top3	n_sims	status	description
a42634f	1884.7	119.8	5.01	0.387	2700	discard	auto 543 confirmed: {"need_bonus": 19.754, "flex_bonus": 11.744, "depth_quota_rb": 3, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 1, "surplus_penalty": 35.658, "bench_bonus": 3.329, "wait_discount": 0.126, "wait_margin": 4.289, "injury_penalty": 30.151, 
a42634f	1877.9	129.3	5.27	0.367	300	discard	auto 544 screen: {"need_bonus": 32.405, "flex_bonus": 6.957, "depth_quota_qb": 1, "surplus_penalty": 25.946, "bench_bonus": 3.101, "wait_discount": 0.203, "wait_margin": 3.409, "injury_penalty": 32.386, "rb_early_bonus": 10.682, "qb_earliest_round": 4, "avail_sigma":
a42634f	1886.9	114.1	5.09	0.35	300	discard	auto 545 screen: {"need_bonus": 21.696, "flex_bonus": 5.939, "depth_quota_rb": 3, "depth_quota_wr": 6, "surplus_penalty": 42.62, "bench_bonus": 9.382, "wait_discount": 0.063, "wait_margin": 0.914, "injury_penalty": 10.421, "rb_early_bonus": 5.202, "te_earliest_round"
a42634f	1878.9	111.1	4.98	0.393	300	discard	auto 546 screen: {"need_bonus": 30.227, "flex_bonus": 10.339, "depth_quota_rb": 3, "depth_quota_wr": 6, "depth_quota_te": 2, "depth_quota_qb": 1, "surplus_penalty": 31.733, "bench_bonus": 4.242, "wait_discount": 0.197, "wait_margin": 5.009, "injury_penalty": 22.224, 
a42634f	1869.8	119.2	5.28	0.37	300	discard	auto 547 screen: {"need_bonus": 33.354, "flex_bonus": 10.757, "depth_quota_wr": 6, "depth_quota_qb": 1, "surplus_penalty": 45.153, "bench_bonus": 4.329, "wait_discount": 0.159, "wait_margin": 4.412, "injury_penalty": 27.842, "rb_early_bonus": 0.14, "qb_earliest_round
a42634f	1864.1	113.5	5.43	0.333	300	discard	auto 548 screen: {"need_bonus": 11.249, "flex_bonus": 1.296, "depth_quota_qb": 1, "surplus_penalty": 53.892, "bench_bonus": 3.125, "wait_discount": 0.1, "wait_margin": 5.318, "kdef_rounds_from_end": 2, "injury_penalty": 19.32, "rb_early_bonus": 6.965, "avail_sigma": 
a42634f	1889.9	116.3	4.77	0.415	2700	discard	auto 549 confirmed: {"need_bonus": 40.32, "flex_bonus": 11.237, "depth_quota_rb": 5, "depth_quota_wr": 4, "depth_quota_te": 2, "depth_quota_qb": 3, "surplus_penalty": 33.65, "bench_bonus": 6.886, "wait_discount": 0.197, "wait_margin": 4.01, "kdef_rounds_from_end": 2, "i
a42634f	1893.6	118.2	4.73	0.428	2700	discard	auto 550 confirmed: {"need_bonus": 31.418, "flex_bonus": 5.007, "depth_quota_rb": 3, "surplus_penalty": 43.092, "bench_bonus": 5.619, "wait_discount": 0.136, "wait_margin": 0.871, "injury_penalty": 24.294, "rb_early_bonus": 9.851, "te_earliest_round": 3, "avail_sigma": 
a42634f	1892.3	118.7	4.77	0.419	2700	discard	auto 551 confirmed: {"need_bonus": 29.578, "flex_bonus": 12.814, "depth_quota_wr": 6, "depth_quota_te": 2, "surplus_penalty": 34.128, "bench_bonus": 4.884, "wait_discount": 0.181, "wait_margin": 3.494, "injury_penalty": 24.977, "rb_early_bonus": 9.52, "qb_earliest_round
a42634f	1893.7	116.9	4.69	0.435	2700	discard	auto 552 confirmed: {"need_bonus": 31.113, "flex_bonus": 16.105, "surplus_penalty": 39.364, "bench_bonus": 5.306, "wait_discount": 0.131, "wait_margin": 3.593, "injury_penalty": 16.343, "rb_early_bonus": 9.107, "avail_sigma": 4.048, "avail_strength": 0.481, "cliff_gap":
a42634f	1878.3	126.8	5.29	0.373	300	discard	auto 553 screen: {"need_bonus": 48.898, "flex_bonus": 16.683, "depth_quota_te": 2, "surplus_penalty": 32.454, "bench_bonus": 3.377, "wait_discount": 0.071, "wait_margin": 1.108, "injury_penalty": 3.727, "rb_early_bonus": -0.447, "te_earliest_round": 3, "avail_sigma":
a42634f	1891.8	118.3	4.75	0.419	2700	discard	auto 554 confirmed: {"need_bonus": 38.162, "flex_bonus": 8.986, "depth_quota_rb": 5, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 42.082, "bench_bonus": 5.047, "wait_discount": 0.151, "wait_margin": 3.901, "injury_penalty": 23.126, "rb_early_bonus": 9.09
a42634f	1869.8	116.1	5.3	0.347	300	discard	auto 555 screen: {"need_bonus": 11.861, "flex_bonus": 9.855, "depth_quota_wr": 6, "depth_quota_te": 4, "depth_quota_qb": 1, "surplus_penalty": 50.607, "bench_bonus": 4.741, "wait_discount": 0.17, "wait_margin": 3.185, "injury_penalty": 28.889, "rb_early_bonus": 8.869
a42634f	1889.9	117.8	4.83	0.408	2700	discard	auto 556 confirmed: {"need_bonus": 33.501, "flex_bonus": 6.655, "depth_quota_wr": 6, "depth_quota_te": 4, "surplus_penalty": 22.811, "bench_bonus": 1.723, "wait_discount": 0.139, "wait_margin": 4.996, "injury_penalty": 31.628, "rb_early_bonus": 3.989, "te_earliest_round
